Begrotingsjaar,Uitgaven (U) Verplichtingen (V) Ontvangsten (O),Begrotingsstaat,Begrotingsstaat omschrijving,Onderdeel,Omschrijving,ontwerpbegroting,vastgestelde begroting,1ste suppletoire begroting,2de suppletoire begroting,Realisatie
2014,U,J,Deltafonds,6,Bijdrage ten laste van begroting Hoofdstuk XII,0,0,0,0,0
2014,V,J,Deltafonds,6,Bijdrage ten laste van begroting Hoofdstuk XII,0,0,0,0,0
2014,O,J,Deltafonds,7,Investeren in Waterkwaliteit,0,0,0,0,0
2014,U,J,Deltafonds,7,Investeren in Waterkwaliteit,0,0,0,0,0
2014,V,J,Deltafonds,7,Investeren in Waterkwaliteit,0,0,0,0,0
2014,O,V,Buitenlandse Zaken,1,Internationale rechtsorde en mensenrechten,0,0,0,0,0
2014,U,V,Buitenlandse Zaken,1,Internationale rechtsorde en mensenrechten,0,0,0,0,0
2014,V,V,Buitenlandse Zaken,1,Internationale rechtsorde en mensenrechten,0,0,0,0,0
2014,O,V,Buitenlandse Zaken,2,Grotere veiligheid en stabiliteit en humanitaire hulp,0,0,0,0,0
2014,U,V,Buitenlandse Zaken,2,Grotere veiligheid en stabiliteit en humanitaire hulp,0,0,0,0,0
2014,V,V,Buitenlandse Zaken,2,Grotere veiligheid en stabiliteit en humanitaire hulp,0,0,0,0,0
2014,O,V,Buitenlandse Zaken,3,Europese samenwerking,0,0,0,0,0
2014,U,V,Buitenlandse Zaken,3,Europese samenwerking,0,0,0,0,0
2014,V,V,Buitenlandse Zaken,3,Europese samenwerking,0,0,0,0,0
2014,O,V,Buitenlandse Zaken,4,Meer welvaart en minder armoede,0,0,0,0,0
2014,U,V,Buitenlandse Zaken,4,Meer welvaart en minder armoede,0,0,0,0,0
2014,V,V,Buitenlandse Zaken,4,Meer welvaart en minder armoede,0,0,0,0,0
2014,O,V,Buitenlandse Zaken,7,Welzijn en veiligheid van Nederlanders in het buitenland,0,0,0,0,0
2014,U,V,Buitenlandse Zaken,7,Welzijn en veiligheid van Nederlanders in het buitenland,0,0,0,0,0
2014,V,V,Buitenlandse Zaken,7,Welzijn en veiligheid van Nederlanders in het buitenland,0,0,0,0,0
2014,O,V,Buitenlandse Zaken,8,Versterkt cultureel profiel en positieve beeldvorming NL,0,0,0,0,0
2014,U,V,Buitenlandse Zaken,8,Versterkt cultureel profiel en positieve beeldvorming NL,0,0,0,0,0
2014,V,V,Buitenlandse Zaken,8,Versterkt cultureel profiel en positieve beeldvorming NL,0,0,0,0,0
2014,O,V,Buitenlandse Zaken,9,Geheim,0,0,0,0,0
2014,U,V,Buitenlandse Zaken,9,Geheim,0,0,0,0,0
2014,V,V,Buitenlandse Zaken,9,Geheim,0,0,0,0,0
2014,O,V,Buitenlandse Zaken,10,Nominaal en onvoorzien,0,0,0,0,0
2014,U,V,Buitenlandse Zaken,10,Nominaal en onvoorzien,0,0,0,0,0
2014,V,V,Buitenlandse Zaken,10,Nominaal en onvoorzien,0,0,0,0,0
2014,O,V,Buitenlandse Zaken,11,Algemeen,0,0,0,0,0
2014,U,V,Buitenlandse Zaken,11,Algemeen,0,0,0,0,0
2014,V,V,Buitenlandse Zaken,11,Algemeen,0,0,0,0,0
2014,O,V,Buitenlandse Zaken,41,Internationale rechtsorde en eerbiediging mensenrechten,0,0,0,0,0
2014,U,V,Buitenlandse Zaken,41,Internationale rechtsorde en eerbiediging mensenrechten,106237,106237,112650,113558,112990
2014,V,V,Buitenlandse Zaken,41,Internationale rechtsorde en eerbiediging mensenrechten,87367,87367,93599,96424,95895
2014,O,V,Buitenlandse Zaken,42,Veiligheid en stabiliteit,1168,1168,1168,1368,1176
2014,U,V,Buitenlandse Zaken,42,Veiligheid en stabiliteit,273466,275466,287108,270890,258513
2014,V,V,Buitenlandse Zaken,42,Veiligheid en stabiliteit,244167,246167,269672,249149,331171
2014,O,V,Buitenlandse Zaken,43,Europese Samenwerking,693700,693700,509057,630068,648788
2014,U,V,Buitenlandse Zaken,43,Europese Samenwerking,7824896,7824896,8238144,9295103,9428693
2014,V,V,Buitenlandse Zaken,43,Europese Samenwerking,7658640,7658640,8081172,9138131,10725761
2014,O,V,Buitenlandse Zaken,44,Consulaire belangenbehartiging,42090,42090,42090,44690,51080
2014,U,V,Buitenlandse Zaken,44,Consulaire belangenbehartiging,53291,51291,51320,49886,48258
2014,V,V,Buitenlandse Zaken,44,Consulaire belangenbehartiging,44311,42311,44344,41166,37800
2014,O,V,Buitenlandse Zaken,45,Geheim,0,0,0,0,0
2014,U,V,Buitenlandse Zaken,45,Geheim,31,31,0,0,0
2014,V,V,Buitenlandse Zaken,45,Geheim,31,31,0,0,0
2014,O,V,Buitenlandse Zaken,46,Nominaal en onvoorzien,0,0,0,0,0
2014,U,V,Buitenlandse Zaken,46,Nominaal en onvoorzien,67011,57011,7341,30,1
2014,V,V,Buitenlandse Zaken,46,Nominaal en onvoorzien,67011,57011,7341,30,1
2014,O,V,Buitenlandse Zaken,47,Apparaat,27450,27450,21450,38550,43112
2014,U,V,Buitenlandse Zaken,47,Apparaat,744195,754195,749677,732618,664790
2014,V,V,Buitenlandse Zaken,47,Apparaat,710123,720123,694230,684218,655015
2014,O,VI,Veiligheid en Justitie,31,Nationale Politie,500,500,500,1500,1431
2014,U,VI,Veiligheid en Justitie,31,Nationale Politie,5155411,5155411,5244447,5261882,5265815
2014,V,VI,Veiligheid en Justitie,31,Nationale Politie,5155411,5155411,5244447,5261882,5298340
2014,O,VI,Veiligheid en Justitie,32,Rechtspleging en rechtsbijstand,313839,313839,250310,231310,221419
2014,U,VI,Veiligheid en Justitie,32,Rechtspleging en rechtsbijstand,1509230,1509230,1489040,1491153,1488796
2014,V,VI,Veiligheid en Justitie,32,Rechtspleging en rechtsbijstand,1509230,1509230,1489040,1491153,1489787
2014,O,VI,Veiligheid en Justitie,33,Veiligheid en criminaliteitsbestrijding,1036798,1036798,1110915,1046915,1101777
2014,U,VI,Veiligheid en Justitie,33,Veiligheid en criminaliteitsbestrijding,742753,742753,702576,718397,711046
2014,V,VI,Veiligheid en Justitie,33,Veiligheid en criminaliteitsbestrijding,742753,742753,702576,718397,788041
2014,O,VI,Veiligheid en Justitie,34,Sanctietoepassing,0,0,21141,86826,80644
2014,U,VI,Veiligheid en Justitie,34,Sanctietoepassing,2271998,2271998,2492057,2593501,2583351
2014,V,VI,Veiligheid en Justitie,34,Sanctietoepassing,2271998,2271998,2492057,2593501,2585861
2014,O,VI,Veiligheid en Justitie,35,Jeugd,1487,1487,4678,15698,13321
2014,U,VI,Veiligheid en Justitie,35,Jeugd,738464,738464,730430,726514,719712
2014,V,VI,Veiligheid en Justitie,35,Jeugd,738464,738464,730430,726514,346145
2014,O,VI,Veiligheid en Justitie,36,Contraterrorisme en Nationaal Veiligheidsbeleid,0,0,0,0,351
2014,U,VI,Veiligheid en Justitie,36,Contraterrorisme en Nationaal Veiligheidsbeleid,253413,253413,253813,253081,250529
2014,V,VI,Veiligheid en Justitie,36,Contraterrorisme en Nationaal Veiligheidsbeleid,253413,253413,253813,253081,248370
2014,O,VI,Veiligheid en Justitie,37,Vreemdelingen,0,0,10800,0,1369
2014,U,VI,Veiligheid en Justitie,37,Vreemdelingen,681201,681201,791176,1151621,1136888
2014,V,VI,Veiligheid en Justitie,37,Vreemdelingen,681201,681201,791176,1151621,1142847
2014,O,VI,Veiligheid en Justitie,91,Apparaatsuitgaven kerndepartement,706,706,1149,14238,23765
2014,U,VI,Veiligheid en Justitie,91,Apparaatsuitgaven kerndepartement,410369,410369,448194,458679,465581
2014,V,VI,Veiligheid en Justitie,91,Apparaatsuitgaven kerndepartement,410369,410369,437637,448122,470159
2014,O,VI,Veiligheid en Justitie,92,Nominaal en onvoorzien,0,0,0,0,0
2014,U,VI,Veiligheid en Justitie,92,Nominaal en onvoorzien,41965,41965,30058,0,0
2014,V,VI,Veiligheid en Justitie,92,Nominaal en onvoorzien,41965,41965,30058,0,0
2014,O,VI,Veiligheid en Justitie,93,Geheim,0,0,0,0,74
2014,U,VI,Veiligheid en Justitie,93,Geheim,3057,3057,3057,3057,3173
2014,V,VI,Veiligheid en Justitie,93,Geheim,3057,3057,3057,3057,3171
2014,O,VII,Binnenlandse Zaken en Koninkrijksrelaties,61,Openbaar bestuur en democratie,24865,24865,24865,24865,25352
2014,U,VII,Binnenlandse Zaken en Koninkrijksrelaties,61,Openbaar bestuur en democratie,32629,32629,45217,29931,29408
2014,V,VII,Binnenlandse Zaken en Koninkrijksrelaties,61,Openbaar bestuur en democratie,32629,32629,45217,29931,16323
2014,O,VII,Binnenlandse Zaken en Koninkrijksrelaties,62,Algemene Inlichtingen- en Veiligheidsdienst,12714,12714,12714,12714,8692
2014,U,VII,Binnenlandse Zaken en Koninkrijksrelaties,62,Algemene Inlichtingen- en Veiligheidsdienst,188892,198892,202774,197301,193364
2014,V,VII,Binnenlandse Zaken en Koninkrijksrelaties,62,Algemene Inlichtingen- en Veiligheidsdienst,188892,198892,202774,197301,188833
2014,O,VII,Binnenlandse Zaken en Koninkrijksrelaties,66,Dienstverlenende en innovatieve overheid,3350,3350,5088,8864,10020
2014,U,VII,Binnenlandse Zaken en Koninkrijksrelaties,66,Dienstverlenende en innovatieve overheid,104758,100258,107551,132602,134488
2014,V,VII,Binnenlandse Zaken en Koninkrijksrelaties,66,Dienstverlenende en innovatieve overheid,104758,100258,107551,132602,136236
2014,O,VII,Binnenlandse Zaken en Koninkrijksrelaties,67,Arbeidszaken overheid,820,820,1420,2765,3259
2014,U,VII,Binnenlandse Zaken en Koninkrijksrelaties,67,Arbeidszaken overheid,38897,37897,37136,36724,35396
2014,V,VII,Binnenlandse Zaken en Koninkrijksrelaties,67,Arbeidszaken overheid,38897,37897,37136,36724,40415
2014,O,VII,Binnenlandse Zaken en Koninkrijksrelaties,71,Centraal Apparaat,3875,3875,74452,91523,92442
2014,U,VII,Binnenlandse Zaken en Koninkrijksrelaties,71,Centraal Apparaat,192827,192827,271746,428181,427268
2014,V,VII,Binnenlandse Zaken en Koninkrijksrelaties,71,Centraal Apparaat,193481,193481,272400,428835,432229
2014,O,VII,Binnenlandse Zaken en Koninkrijksrelaties,72,Algemeen,0,0,0,0,0
2014,U,VII,Binnenlandse Zaken en Koninkrijksrelaties,72,Algemeen,2164,2164,109227,1815,686
2014,V,VII,Binnenlandse Zaken en Koninkrijksrelaties,72,Algemeen,1450,1450,108513,1101,461
2014,O,VII,Binnenlandse Zaken en Koninkrijksrelaties,73,Nominaal en onvoorzien,0,0,0,0,0
2014,U,VII,Binnenlandse Zaken en Koninkrijksrelaties,73,Nominaal en onvoorzien,1229,1229,12186,0,0
2014,V,VII,Binnenlandse Zaken en Koninkrijksrelaties,73,Nominaal en onvoorzien,1229,1229,12186,0,0
2014,O,VII,Binnenlandse Zaken en Koninkrijksrelaties,74,VUT-fonds,337900,337900,275500,244600,409712
2014,U,VII,Binnenlandse Zaken en Koninkrijksrelaties,74,VUT-fonds,70000,70000,0,0,160000
2014,V,VII,Binnenlandse Zaken en Koninkrijksrelaties,74,VUT-fonds,70000,70000,0,0,160000
2014,O,VIII,"Onderwijs, Cultuur en Wetenschap",1,Primair onderwijs,1661,1661,1661,10661,18171
2014,U,VIII,"Onderwijs, Cultuur en Wetenschap",1,Primair onderwijs,9555294,9588959,9611900,9647026,9674957
2014,V,VIII,"Onderwijs, Cultuur en Wetenschap",1,Primair onderwijs,9554078,9587743,9613900,9649026,9558272
2014,O,VIII,"Onderwijs, Cultuur en Wetenschap",3,Voortgezet onderwijs,4661,4661,1361,7761,8588
2014,U,VIII,"Onderwijs, Cultuur en Wetenschap",3,Voortgezet onderwijs,7229225,7263617,7286168,7315032,7315883
2014,V,VIII,"Onderwijs, Cultuur en Wetenschap",3,Voortgezet onderwijs,7263617,7263617,7553803,7849342,7486937
2014,O,VIII,"Onderwijs, Cultuur en Wetenschap",4,Beroepsonderwijs en volwasseneneducatie,0,0,0,2000,8038
2014,U,VIII,"Onderwijs, Cultuur en Wetenschap",4,Beroepsonderwijs en volwasseneneducatie,3802465,3830290,3787630,3777205,3757009
2014,V,VIII,"Onderwijs, Cultuur en Wetenschap",4,Beroepsonderwijs en volwasseneneducatie,3892744,3892744,3828258,3939921,3898698
2014,O,VIII,"Onderwijs, Cultuur en Wetenschap",6,Hoger beroepsonderwijs,1213,1213,1213,2099,2615
2014,U,VIII,"Onderwijs, Cultuur en Wetenschap",6,Hoger beroepsonderwijs,2576472,2595377,2726900,2733278,2732897
2014,V,VIII,"Onderwijs, Cultuur en Wetenschap",6,Hoger beroepsonderwijs,2573655,2573655,2895423,2958189,2961392
2014,O,VIII,"Onderwijs, Cultuur en Wetenschap",7,Wetenschappelijk onderwijs,16,16,10016,10016,10426
2014,U,VIII,"Onderwijs, Cultuur en Wetenschap",7,Wetenschappelijk onderwijs,4033802,4070873,4137211,4151397,4152113
2014,V,VIII,"Onderwijs, Cultuur en Wetenschap",7,Wetenschappelijk onderwijs,4074179,4070873,4207584,4312161,4293686
2014,O,VIII,"Onderwijs, Cultuur en Wetenschap",8,Internationaal onderwijsbeleid,99,99,99,370,310
2014,U,VIII,"Onderwijs, Cultuur en Wetenschap",8,Internationaal onderwijsbeleid,13421,13421,13631,13060,12330
2014,V,VIII,"Onderwijs, Cultuur en Wetenschap",8,Internationaal onderwijsbeleid,11652,11652,14721,14150,13973
2014,O,VIII,"Onderwijs, Cultuur en Wetenschap",9,Arbeidsmarkt en personeelsbeleid,6000,6000,6000,6000,6544
2014,U,VIII,"Onderwijs, Cultuur en Wetenschap",9,Arbeidsmarkt en personeelsbeleid,386420,403506,381900,349719,339016
2014,V,VIII,"Onderwijs, Cultuur en Wetenschap",9,Arbeidsmarkt en personeelsbeleid,403506,403506,381900,177553,153898
2014,O,VIII,"Onderwijs, Cultuur en Wetenschap",11,Studiefinanciering,766271,766271,770514,745514,751400
2014,U,VIII,"Onderwijs, Cultuur en Wetenschap",11,Studiefinanciering,4231184,4256376,4912399,4957118,4846345
2014,V,VIII,"Onderwijs, Cultuur en Wetenschap",11,Studiefinanciering,4256376,4256376,4912399,4957118,4846345
2014,O,VIII,"Onderwijs, Cultuur en Wetenschap",12,Tegemoetkoming studiekosten,4701,4701,4764,4764,3645
2014,U,VIII,"Onderwijs, Cultuur en Wetenschap",12,Tegemoetkoming studiekosten,114872,115064,107642,102659,102472
2014,V,VIII,"Onderwijs, Cultuur en Wetenschap",12,Tegemoetkoming studiekosten,115064,115064,107642,102659,102472
2014,O,VIII,"Onderwijs, Cultuur en Wetenschap",13,Lesgelden,247762,247762,240561,250561,224407
2014,U,VIII,"Onderwijs, Cultuur en Wetenschap",13,Lesgelden,7012,7087,7109,7116,7116
2014,V,VIII,"Onderwijs, Cultuur en Wetenschap",13,Lesgelden,7087,7087,7109,7116,7116
2014,O,VIII,"Onderwijs, Cultuur en Wetenschap",14,Cultuur,1561,1561,1561,12283,13380
2014,U,VIII,"Onderwijs, Cultuur en Wetenschap",14,Cultuur,720522,740522,727256,712263,709466
2014,V,VIII,"Onderwijs, Cultuur en Wetenschap",14,Cultuur,919248,919248,945982,912735,766072
2014,O,VIII,"Onderwijs, Cultuur en Wetenschap",15,Media,197500,197500,196500,196500,196571
2014,U,VIII,"Onderwijs, Cultuur en Wetenschap",15,Media,977571,977571,1006646,1006647,1149484
2014,V,VIII,"Onderwijs, Cultuur en Wetenschap",15,Media,977240,977240,1006315,1184316,1180980
2014,O,VIII,"Onderwijs, Cultuur en Wetenschap",16,Onderzoek en wetenschappen,101,101,101,101,117
2014,U,VIII,"Onderwijs, Cultuur en Wetenschap",16,Onderzoek en wetenschappen,895771,905368,921042,929295,926503
2014,V,VIII,"Onderwijs, Cultuur en Wetenschap",16,Onderzoek en wetenschappen,829799,829799,832752,970433,1342276
2014,O,VIII,"Onderwijs, Cultuur en Wetenschap",25,Emancipatie,0,0,0,0,89
2014,U,VIII,"Onderwijs, Cultuur en Wetenschap",25,Emancipatie,14792,14792,14867,13202,13124
2014,V,VIII,"Onderwijs, Cultuur en Wetenschap",25,Emancipatie,11449,11449,11924,13534,15444
2014,O,VIII,"Onderwijs, Cultuur en Wetenschap",91,Nominaal en onvoorzien,0,0,0,0,0
2014,U,VIII,"Onderwijs, Cultuur en Wetenschap",91,Nominaal en onvoorzien,5367,5367,115267,0,0
2014,V,VIII,"Onderwijs, Cultuur en Wetenschap",91,Nominaal en onvoorzien,5367,5367,115267,0,0
2014,O,VIII,"Onderwijs, Cultuur en Wetenschap",95,Apparaatskosten,567,567,567,567,10194
2014,U,VIII,"Onderwijs, Cultuur en Wetenschap",95,Apparaatskosten,234723,234723,252047,243936,256178
2014,V,VIII,"Onderwijs, Cultuur en Wetenschap",95,Apparaatskosten,234723,234723,252047,243936,256178
2014,O,X,Defensie,1,Opdracht Inzet,1407,1407,6707,3807,11645
2014,U,X,Defensie,1,Opdracht Inzet,6250,6250,248374,274187,252576
2014,V,X,Defensie,1,Opdracht Inzet,6250,6250,248374,274187,263764
2014,O,X,Defensie,2,Taakuitvoering Zeestrijdkrachten,20044,20044,19951,19951,19714
2014,U,X,Defensie,2,Taakuitvoering Zeestrijdkrachten,693849,694784,721334,737050,736193
2014,V,X,Defensie,2,Taakuitvoering Zeestrijdkrachten,693849,694784,721334,737050,750869
2014,O,X,Defensie,3,Taakuitvoering Landstrijdkrachten,20523,20523,20523,20523,21691
2014,U,X,Defensie,3,Taakuitvoering Landstrijdkrachten,1108639,1105853,1163728,1183368,1203245
2014,V,X,Defensie,3,Taakuitvoering Landstrijdkrachten,1108639,1105853,1163728,1183368,1290862
2014,O,X,Defensie,4,Taakuitvoering Luchtstrijdkrachten,15227,15227,15227,14540,13052
2014,U,X,Defensie,4,Taakuitvoering Luchtstrijdkrachten,637987,638348,649527,679077,653271
2014,V,X,Defensie,4,Taakuitvoering Luchtstrijdkrachten,637987,638348,649527,679077,704621
2014,O,X,Defensie,5,Taakuitvoering Koninklijke Marechaussee,4590,4590,4590,4950,6529
2014,U,X,Defensie,5,Taakuitvoering Koninklijke Marechaussee,311529,311529,328518,330231,333990
2014,V,X,Defensie,5,Taakuitvoering Koninklijke Marechaussee,311529,311529,328518,330231,337665
2014,O,X,Defensie,6,Investeringen Krijgsmacht,163788,163788,133788,137814,119620
2014,U,X,Defensie,6,Investeringen Krijgsmacht,1192309,1193654,1122806,1055360,1065480
2014,V,X,Defensie,6,Investeringen Krijgsmacht,1616175,1617520,1147372,902526,996956
2014,O,X,Defensie,7,Ondersteuning krijgsmacht door Defensie Materieel Org,42933,42933,42933,26197,25189
2014,U,X,Defensie,7,Ondersteuning krijgsmacht door Defensie Materieel Org,814171,815316,794878,764808,788427
2014,V,X,Defensie,7,Ondersteuning krijgsmacht door Defensie Materieel Org,814171,815316,794878,764808,606479
2014,O,X,Defensie,8,Ondersteuning krijgsmacht door Cdo Dienstencentra,51377,51377,55470,49785,49243
2014,U,X,Defensie,8,Ondersteuning krijgsmacht door Cdo Dienstencentra,972277,972277,1069891,1072054,1061257
2014,V,X,Defensie,8,Ondersteuning krijgsmacht door Cdo Dienstencentra,972277,972277,1069891,1072054,1057642
2014,O,X,Defensie,9,Algemeen,0,0,0,0,0
2014,U,X,Defensie,9,Algemeen,113716,113716,114592,115880,100370
2014,V,X,Defensie,9,Algemeen,113716,113716,114592,115880,81246
2014,O,X,Defensie,10,Centraal apparaat,6908,6908,22331,23219,24360
2014,U,X,Defensie,10,Centraal apparaat,1698315,1698315,1602594,1584132,1589049
2014,V,X,Defensie,10,Centraal apparaat,1698315,1698315,1602594,1584132,1584117
2014,O,X,Defensie,11,Geheime uitgaven,0,0,0,0,0
2014,U,X,Defensie,11,Geheime uitgaven,5264,5264,5264,5264,3893
2014,V,X,Defensie,11,Geheime uitgaven,5264,5264,5264,5264,3893
2014,O,X,Defensie,12,Nominaal en onvoorzien,0,0,0,0,0
2014,U,X,Defensie,12,Nominaal en onvoorzien,47727,46727,65587,0,0
2014,V,X,Defensie,12,Nominaal en onvoorzien,47727,46727,65587,0,0
2014,O,XII,Infrastructuur en Milieu,11,Waterkwantiteit,30,30,30,30,73
2014,U,XII,Infrastructuur en Milieu,11,Waterkwantiteit,39731,39731,42160,42855,40075
2014,V,XII,Infrastructuur en Milieu,11,Waterkwantiteit,34814,34814,39847,42884,40756
2014,O,XII,Infrastructuur en Milieu,12,Waterkwaliteit,0,0,0,0,0
2014,U,XII,Infrastructuur en Milieu,12,Waterkwaliteit,85558,85558,85478,84927,84827
2014,V,XII,Infrastructuur en Milieu,12,Waterkwaliteit,83393,83393,83503,85635,85651
2014,O,XII,Infrastructuur en Milieu,13,Ruimtelijke Ontwikkeling,934,934,934,1600,2901
2014,U,XII,Infrastructuur en Milieu,13,Ruimtelijke Ontwikkeling,105979,105979,110088,97738,98154
2014,V,XII,Infrastructuur en Milieu,13,Ruimtelijke Ontwikkeling,136319,136319,91338,120750,101410
2014,O,XII,Infrastructuur en Milieu,14,Wegen en verkeersveiligheid,6782,6782,6782,4740,4253
2014,U,XII,Infrastructuur en Milieu,14,Wegen en verkeersveiligheid,33119,33119,35253,34343,33866
2014,V,XII,Infrastructuur en Milieu,14,Wegen en verkeersveiligheid,28575,28575,31742,35935,26712
2014,O,XII,Infrastructuur en Milieu,15,OV-keten,0,0,0,122,123
2014,U,XII,Infrastructuur en Milieu,15,OV-keten,7531,7531,9031,17146,15528
2014,V,XII,Infrastructuur en Milieu,15,OV-keten,5734,5734,8841,33501,15322
2014,O,XII,Infrastructuur en Milieu,16,Spoor,0,0,0,135,149
2014,U,XII,Infrastructuur en Milieu,16,Spoor,24424,24424,28653,41432,39471
2014,V,XII,Infrastructuur en Milieu,16,Spoor,5348,5348,6788,31215,8453
2014,O,XII,Infrastructuur en Milieu,17,Luchtvaart,44851,44851,44851,45258,38168
2014,U,XII,Infrastructuur en Milieu,17,Luchtvaart,34291,34291,34024,21743,20201
2014,V,XII,Infrastructuur en Milieu,17,Luchtvaart,20183,20183,19769,20941,17542
2014,O,XII,Infrastructuur en Milieu,18,Scheepvaart,0,0,0,141,465
2014,U,XII,Infrastructuur en Milieu,18,Scheepvaart,5303,5303,5294,4878,4801
2014,V,XII,Infrastructuur en Milieu,18,Scheepvaart,4963,4963,4920,4529,18793
2014,O,XII,Infrastructuur en Milieu,19,Klimaat,200000,200000,147000,127000,134089
2014,U,XII,Infrastructuur en Milieu,19,Klimaat,59422,59422,69865,69237,65813
2014,V,XII,Infrastructuur en Milieu,19,Klimaat,50581,50581,55842,90822,63217
2014,O,XII,Infrastructuur en Milieu,20,Lucht en geluid,0,0,0,0,427
2014,U,XII,Infrastructuur en Milieu,20,Lucht en geluid,49383,49383,48789,44575,47294
2014,V,XII,Infrastructuur en Milieu,20,Lucht en geluid,32060,32060,38385,42908,36076
2014,O,XII,Infrastructuur en Milieu,21,Duurzaamheid,0,0,0,0,72
2014,U,XII,Infrastructuur en Milieu,21,Duurzaamheid,13530,13530,13965,18752,18420
2014,V,XII,Infrastructuur en Milieu,21,Duurzaamheid,12707,12707,14689,22785,18650
2014,O,XII,Infrastructuur en Milieu,22,Externe veiligheid en risico's,2369,2369,2719,3932,1543
2014,U,XII,Infrastructuur en Milieu,22,Externe veiligheid en risico's,28134,28134,27369,21660,18549
2014,V,XII,Infrastructuur en Milieu,22,Externe veiligheid en risico's,25803,25803,23241,20383,15965
2014,O,XII,Infrastructuur en Milieu,23,"Meteorologie, seismologie en aardobservatie",0,0,0,0,0
2014,U,XII,Infrastructuur en Milieu,23,"Meteorologie, seismologie en aardobservatie",33926,33926,33965,36753,36760
2014,V,XII,Infrastructuur en Milieu,23,"Meteorologie, seismologie en aardobservatie",33190,33190,34832,37620,37645
2014,O,XII,Infrastructuur en Milieu,24,Handhaving en toezicht,0,0,0,0,0
2014,U,XII,Infrastructuur en Milieu,24,Handhaving en toezicht,129559,129559,129307,116481,116481
2014,V,XII,Infrastructuur en Milieu,24,Handhaving en toezicht,129559,129559,129307,116481,116481
2014,O,XII,Infrastructuur en Milieu,25,Bijdrage BDU,0,0,0,0,0
2014,U,XII,Infrastructuur en Milieu,25,Bijdrage BDU,1819189,1819189,1984909,1989794,1989790
